Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	responsesForQuestionnaire	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-smart.who.int.immunizations-measles.json	35691	-	0	0	0	0	0	0	10	102	0	0	0	0	0	0	0	1	0	0	224	201	0	0	0	0	15	0	2
fsh-generated/resources/ActivityDefinition-IMMZD2DTMeaslesCIMR.json	1561	8	1	0	0	1	0	0	0	21	0	0	0	0	0	0	0	0	0	0	26	27	0	0	0	0	1	0	0
fsh-generated/resources/ActivityDefinition-IMMZD2DTMeaslesEval.json	1360	5	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	23	21	0	0	0	0	0	0	0
fsh-generated/resources/ActivityDefinition-IMMZD2DTMeaslesMR.json	1572	6	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	23	13	0	0	0	0	0	0	0
fsh-generated/resources/ActorDefinition-CommunityHealthWorker.json	737	5	0	0	0	0	0	0	0	11	0	0	0	0	0	0	1	0	0	0	23	32	0	0	0	0	1	0	0
fsh-generated/resources/ActorDefinition-EPIManager.json	700	5	1	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	23	24	0	0	0	0	0	0	0
fsh-generated/resources/ActorDefinition-HealthWorker.json	538	6	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	21	25	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-ICD11.json	6158	6	0	0	0	0	0	0	1	19	0	0	0	0	0	0	0	0	0	0	58	1927	0	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-IMMZConcepts.json	12863	7	0	0	0	0	0	0	1	27	0	0	0	0	0	0	0	0	0	0	90	118	0	0	0	0	2	0	1
fsh-generated/resources/CodeSystem-VaccineProducts.json	1208	5	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	25	60	0	0	0	0	1	0	0
fsh-generated/resources/ConceptMap-IMMZConceptsToAdministrativeGender.json	2584	5	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	38	53	0	0	0	0	0	0	0
fsh-generated/resources/ConceptMap-IMMZConceptsToICD11.json	6164	5	0	0	0	0	0	0	1	23	0	0	0	0	0	0	0	0	0	0	62	61	0	0	0	0	2	0	0
