Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	responsesForQuestionnaire	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-smart.who.int.immunizations-measles.json	31821	-	0	0	0	0	0	0	5	137	0	0	0	0	0	0	0	2	0	0	268	348	0	0	0	0	12	0	2
fsh-generated/resources/ActivityDefinition-IMMZD2DTMeaslesCIMR.json	1586	7	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	25	17	0	0	0	0	0	0	0
fsh-generated/resources/ActivityDefinition-IMMZD2DTMeaslesEval.json	1385	5	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	17	15	0	0	0	0	0	0	0
fsh-generated/resources/ActivityDefinition-IMMZD2DTMeaslesMR.json	2085	7	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	23	16	0	0	0	0	1	0	0
fsh-generated/resources/ActorDefinition-CommunityHealthWorker.json	738	5	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	13	21	0	0	0	0	0	0	0
fsh-generated/resources/ActorDefinition-EPIManager.json	701	5	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	15	22	0	0	0	0	0	0	0
fsh-generated/resources/ActorDefinition-HealthWorker.json	539	4	1	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	13	20	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-ICD11.json	5923	18	0	0	1	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	51	13922	0	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-IMMZ.C.json	3269	8	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	32	184	0	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-IMMZ.D1.DE1.json	1040	4	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	13	160	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-IMMZ.D1.DE5.json	2617	7	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	23	171	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-IMMZ.D1.json	2723	7	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	1	0	0	24	165	0	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-IMMZ.D4.json	1627	5	1	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	16	158	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-VaccineProducts.json	1003	5	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	12	154	0	0	0	0	1	0	0
fsh-generated/resources/ConceptMap-IMMZCConceptMap.json	7439	17	0	0	0	0	0	0	0	1055	0	0	0	0	0	0	0	0	0	0	73	58	0	0	0	0	1	0	0
