URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://hl7.org/fhir/ValueSet/condition-code,4.0.1,draft,"2.16.840.1.113883.4.642.3.161",Condition/Problem/DiagnosisCodes,Condition/Problem/Diagnosis Codes,"Example value set for Condition/Problem/Diagnosis codes.","StructureDefinition/SGVaccineRequest,StructureDefinition/SGVaccineProposal","SCT"
http://hl7.org/fhir/ValueSet/immunization-function,4.0.1,draft,"2.16.840.1.113883.4.642.3.995",ImmunizationFunctionCodes,Immunization Function Codes,"The value set to instantiate this attribute should be drawn from a terminologically robust code system that consists of or contains concepts to support describing the function a practitioner or organization may play in the immunization event. This value set is provided as a suggestive example.","StructureDefinition/SGImmunization","THO (V2)"
http://hl7.org/fhir/ValueSet/immunization-funding-source,4.0.1,draft,"2.16.840.1.113883.4.642.3.293",ImmunizationFundingSource,Immunization Funding Source,"The value set to instantiate this attribute should be drawn from a terminologically robust code system that consists of or contains concepts to support describing the source of the vaccine administered. This value set is provided as a suggestive example.","StructureDefinition/SGImmunization","THO"
http://hl7.org/fhir/ValueSet/immunization-origin,4.0.1,draft,"2.16.840.1.113883.4.642.3.296",ImmunizationOriginCodes,Immunization Origin Codes,"The value set to instantiate this attribute should be drawn from a terminologically robust code system that consists of or contains concepts to support describing the source of the data when the report of the immunization event is not based on information from the person, entity or organization who administered the vaccine. This value set is provided as a suggestive example.","StructureDefinition/SGImmunization","THO"
http://hl7.org/fhir/ValueSet/immunization-program-eligibility,4.0.1,draft,"2.16.840.1.113883.4.642.3.291",ImmunizationProgramEligibility,Immunization Program Eligibility,"The value set to instantiate this attribute should be drawn from a terminologically robust code system that consists of or contains concepts to support describing the patient's eligibility for a vaccination program. This value set is provided as a suggestive example.","StructureDefinition/SGImmunization","THO"
http://hl7.org/fhir/ValueSet/immunization-reason,4.0.1,draft,"2.16.840.1.113883.4.642.3.290",ImmunizationReasonCodes,Immunization Reason Codes,"The value set to instantiate this attribute should be drawn from a terminologically robust code system that consists of or contains concepts to support describing the reason why a dose of vaccine was administered. This value set is provided as a suggestive example.","StructureDefinition/SGImmunization","SCT"
http://hl7.org/fhir/ValueSet/immunization-route,4.0.1,draft,"2.16.840.1.113883.4.642.3.289",ImmunizationRouteCodes,Immunization Route Codes,"The value set to instantiate this attribute should be drawn from a terminologically robust code system that consists of or contains concepts to support describing the administrative routes used during vaccination. This value set is provided as a suggestive example.","StructureDefinition/SGImmunization","THO (V3)"
http://hl7.org/fhir/ValueSet/immunization-site,4.0.1,draft,"2.16.840.1.113883.4.642.3.288",CodesForImmunizationSiteOfAdministration,Codes for Immunization Site of Administration,"The value set to instantiate this attribute should be drawn from a terminologically robust code system that consists of or contains concepts to support describing the body site where the vaccination occurred. This value set is provided as a suggestive example.","StructureDefinition/SGImmunization","THO (V3)"
http://hl7.org/fhir/ValueSet/immunization-status,4.0.1,draft,"2.16.840.1.113883.4.642.3.295",ImmunizationStatusCodes,Immunization Status Codes,"The value set to instantiate this attribute should be drawn from a terminologically robust code system that consists of or contains concepts to support describing the current status of the administered dose of vaccine.","StructureDefinition/SGImmunization","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/immunization-status-reason,4.0.1,draft,"2.16.840.1.113883.4.642.3.992",ImmunizationStatusReasonCodes,Immunization Status Reason Codes,"The value set to instantiate this attribute should be drawn from a terminologically robust code system that consists of or contains concepts to support describing the reason why a dose of vaccine was not administered. This value set is provided as a suggestive example.","StructureDefinition/SGImmunization","THO (V3),SCT"
http://hl7.org/fhir/ValueSet/immunization-subpotent-reason,4.0.1,draft,"2.16.840.1.113883.4.642.3.993",ImmunizationSubpotentReason,Immunization Subpotent Reason,"The value set to instantiate this attribute should be drawn from a terminologically robust code system that consists of or contains concepts to support describing the reason why a dose is considered to be subpotent. This value set is provided as a suggestive example.","StructureDefinition/SGImmunization","THO"
http://hl7.org/fhir/ValueSet/immunization-target-disease,4.0.1,draft,"2.16.840.1.113883.4.642.3.1047",ImmunizationTargetDiseaseCodes,Immunization Target Disease Codes,"The value set to instantiate this attribute should be drawn from a terminologically robust code system that consists of or contains concepts to support describing the disease that the dose is being administered against. This value set is provided as a suggestive example and includes the SNOMED CT concepts from the 64572001 (Disease) hierarchy.","StructureDefinition/SGImmunization","SCT"
http://hl7.org/fhir/ValueSet/languages,4.0.1,draft,"2.16.840.1.113883.4.642.3.20",CommonLanguages,Common Languages,"This value set includes common codes from BCP-47 (http://tools.ietf.org/html/bcp47)","StructureDefinition/SGVaccineRequest,StructureDefinition/SGVaccineProduct,StructureDefinition/SGVaccineProposal,StructureDefinition/SGImmunization","hl7.terminology"
http://hl7.org/fhir/ValueSet/medication-codes,4.0.1,draft,"2.16.840.1.113883.4.642.3.375",SNOMEDCTMedicationCodes,SNOMED CT Medication Codes,"This value set includes all drug or medicament substance codes and all pharmaceutical/biologic products from SNOMED CT - provided as an exemplar value set.","StructureDefinition/SGVaccineProduct,StructureDefinition/SGVaccineProposal","SCT"
http://hl7.org/fhir/ValueSet/medication-form-codes,4.0.1,draft,"2.16.840.1.113883.4.642.3.374",SNOMEDCTFormCodes,SNOMED CT Form Codes,"This value set includes all dose form codes from SNOMED CT - provided as an exemplar.","StructureDefinition/SGVaccineProduct","SCT"
http://hl7.org/fhir/ValueSet/medication-status,4.0.1,draft,"2.16.840.1.113883.4.642.3.376",Medication Status Codes,Medication  status  codes,"Medication Status Codes","StructureDefinition/SGVaccineProduct","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/medicationrequest-category,4.0.1,draft,"2.16.840.1.113883.4.642.3.1322",medicationRequest Category Codes,Medication request  category  codes,"MedicationRequest Category Codes","StructureDefinition/SGVaccineRequest,StructureDefinition/SGVaccineProposal","THO"
http://hl7.org/fhir/ValueSet/medicationrequest-course-of-therapy,4.0.1,draft,"2.16.840.1.113883.4.642.3.1326",medicationRequest Course of Therapy Codes,Medication request  course of  therapy  codes,"MedicationRequest Course of Therapy Codes","StructureDefinition/SGVaccineRequest,StructureDefinition/SGVaccineProposal","THO"
http://hl7.org/fhir/ValueSet/medicationrequest-intent,4.0.1,draft,"2.16.840.1.113883.4.642.3.1321",medicationRequest Intent,Medication request  intent,"MedicationRequest Intent Codes","StructureDefinition/SGVaccineRequest,StructureDefinition/SGVaccineProposal","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/medicationrequest-status,4.0.1,draft,"2.16.840.1.113883.4.642.3.1320",medicationrequest Status,Medicationrequest  status,"MedicationRequest Status Codes","StructureDefinition/SGVaccineRequest,StructureDefinition/SGVaccineProposal","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/medicationrequest-status-reason,4.0.1,draft,"2.16.840.1.113883.4.642.3.1324",medicationRequest Status Reason Codes,Medication request  status  reason  codes,"MedicationRequest Status Reason Codes","StructureDefinition/SGVaccineRequest,StructureDefinition/SGVaccineProposal","THO"
http://hl7.org/fhir/ValueSet/performer-role,4.0.1,draft,"2.16.840.1.113883.4.642.3.433",ProcedurePerformerRoleCodes,Procedure Performer Role Codes,"This example value set defines the set of codes that can be used to indicate a role of a procedure performer.","StructureDefinition/SGVaccineRequest,StructureDefinition/SGVaccineProposal","SCT"
http://hl7.org/fhir/ValueSet/request-priority,4.0.1,draft,"2.16.840.1.113883.4.642.3.115",RequestPriority,Request priority,"The clinical priority of a diagnostic order.","StructureDefinition/SGVaccineRequest,StructureDefinition/SGVaccineProposal","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/vaccine-code,4.0.1,active,"2.16.840.1.113883.3.88.12.80.22",VaccineAdministeredValueSet,Vaccine Administered Value Set,"This identifies the vaccine substance administered - CVX codes.","StructureDefinition/SGImmunization","hl7.terminology,Other"
http://smart.who.int/immunizations-measles/ValueSet/ARVDrugs-values,0.1.0,draft,,ARVDrugsvalues,ARV Drugs values,"Codes representing ARV Drugs values",,"SCT"
http://smart.who.int/immunizations-measles/ValueSet/AllVaccineTypes,null,active,,AllVaccineTypes,Vaccine Type ValueSet,"Vaccine type Codes, containing the different types of antigens used in vaccine guidelines.",,"SCT,Internal,LOINC"
http://smart.who.int/immunizations-measles/ValueSet/AllVaccineTypes,0.1.0,active,,AllVaccineTypes,Vaccine Type ValueSet,"Vaccine type Codes, containing the different types of antigens used in vaccine guidelines.",,"SCT,Internal,LOINC"
http://smart.who.int/immunizations-measles/ValueSet/Birthweight-values,0.1.0,draft,,Birthweightvalues,Birthweight valueset,"Codes representing Birthweight values",,"SCT,LOINC"
http://smart.who.int/immunizations-measles/ValueSet/HIVstatus-values,0.1.0,draft,,HIVstatusvalues,HIV status values,"Codes representing HIV status values",,"SCT,Internal"
http://smart.who.int/immunizations-measles/ValueSet/IMMZ.C.DE5,null,active,,IMMZ_C_DE5,IMMZ.C.DE5 ValueSet for Sex,"ValueSet for Sex for IMMZ.C.DE5.",,"Internal"
http://smart.who.int/immunizations-measles/ValueSet/IMMZ.C.DE5,0.1.0,active,,IMMZ_C_DE5,IMMZ.C.DE5 ValueSet for Sex,"ValueSet for Sex for IMMZ.C.DE5.","StructureDefinition/IMMZCRegisterClient","Internal"
http://smart.who.int/immunizations-measles/ValueSet/IMMZ.D1.DE10,null,active,,IMMZ_D1_DE10,IMMZ.D1.DE10 ValueSet for HIV Status,"ValueSet for HIV Status for IMMZ.D1.DE10.",,"Internal"
http://smart.who.int/immunizations-measles/ValueSet/IMMZ.D1.DE10,0.1.0,active,,IMMZ_D1_DE10,IMMZ.D1.DE10 ValueSet for HIV Status,"ValueSet for HIV Status for IMMZ.D1.DE10.","StructureDefinition/IMMZD1ClientHistoryMeasles","Internal"
http://smart.who.int/immunizations-measles/ValueSet/IMMZ.D1.DE1VS,0.1.0,draft,,IMMZD1DE1VS,IMMZ.D1.DE1 CodeSystem for Immunization status,"CodeSystem for IMMZ.D1.DE1 Immunization status","StructureDefinition/IMMZDUpdateVaccinationRecord","Internal"
http://smart.who.int/immunizations-measles/ValueSet/IMMZ.D1.DE5VS,0.1.0,draft,,IMMZD1DE5VS,IMMZ.D1.DE5 CodeSystem for Reason Not Done,"CodeSystem for IMMZ.D1.DE5 Reason Not Done","StructureDefinition/IMMZDUpdateVaccinationRecord","Internal"
http://smart.who.int/immunizations-measles/ValueSet/IMMZ.D4.DE161,null,active,,IMMZ_D4_DE161,IMMZ.D4.DE161 ValueSet for Potential Contraindications,"ValueSet for Potential Contraindications for IMMZ.D4.DE161.",,"Internal"
http://smart.who.int/immunizations-measles/ValueSet/IMMZ.D4.DE161,0.1.0,active,,IMMZ_D4_DE161,IMMZ.D4.DE161 ValueSet for Potential Contraindications,"ValueSet for Potential Contraindications for IMMZ.D4.DE161.","StructureDefinition/IMMZD4CheckContraindicationsMeasles","Internal"
http://smart.who.int/immunizations-measles/ValueSet/IMMZ.Z.DE9,0.1.0,active,,IMMZ_Z_DE9,IMMZ.Z.DE10 ValueSet for Measles Vaccines,"ValueSet for Measles Vaccines for IMMZ.Z.DE9.","StructureDefinition/IMMZD1ClientHistoryMeasles","SCT,Internal,LOINC"
http://smart.who.int/immunizations-measles/ValueSet/Immunocompromised-values,0.1.0,draft,,Immunocompromisedvalues,Immunocompromised valueset,"Codes representing Immunocompromised values",,"SCT"
http://smart.who.int/immunizations-measles/ValueSet/LiveAttenuatedVaccines,0.1.0,draft,,LiveAttenuatedVaccines,Set of live attenuated vaccines,"Codes representing live attenuated vaccines",,"Internal"
http://smart.who.int/immunizations-measles/ValueSet/Negativetestresult-values,0.1.0,draft,,Negativetestresultvalues,Negative Test Results,"Codes representing negative test result values",,"SCT"
http://smart.who.int/immunizations-measles/ValueSet/PositiveTestResult-values,0.1.0,draft,,PositiveTestResultvalues,Positive Test Result valuest,"Codes representing Positive Test Result values",,"SCT"
http://smart.who.int/immunizations-measles/ValueSet/SGImmunizationStatusCodes,null,draft,,SGImmunizationStatusCodes,Immunization Status Codes,"The value set to instantiate this attribute should be drawn from a terminologically robust code system that consists of or contains concepts to support describing the current status of the administered dose of vaccine.",,"hl7.fhir.r4.core"
http://smart.who.int/immunizations-measles/ValueSet/SGImmunizationStatusCodes,0.1.0,draft,,SGImmunizationStatusCodes,Immunization Status Codes,"The value set to instantiate this attribute should be drawn from a terminologically robust code system that consists of or contains concepts to support describing the current status of the administered dose of vaccine.",,"hl7.fhir.r4.core"
http://smart.who.int/immunizations-measles/ValueSet/VSMeaslesVaccineProducts,null,draft,,VSMeaslesVaccineProducts,MeaslesVaccine Products ValueSet,"Vaccine Product Codes - representing the codes of the products currently available.",,"Internal"
http://smart.who.int/immunizations-measles/ValueSet/VSMeaslesVaccineProducts,0.1.0,draft,,VSMeaslesVaccineProducts,MeaslesVaccine Products ValueSet,"Vaccine Product Codes - representing the codes of the products currently available.",,"Internal"
